player,nation,position,age,nineties,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,passes_completed_short,passes_attempted_short,pass_pct_short,passes_completed_medium,passes_attempted_medium,pass_pct_medium,passes_completed_long,passes_attempted_long,pass_pct_long,ast,expected_assisted_goals,expected_assists,assists_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,fbref_comp_id,season
Norberto Briasco,ARM,FW,26,7.1,167.0,233.0,71.7,2270.0,565.0,113.0,128.0,88.3,42.0,68.0,61.8,8.0,21.0,38.1,2,0.6,1.2,1.4,7.0,12.0,13.0,3.0,23.0,,2023
Lucas Blondel,SUI,DF,26,6.6,374.0,489.0,76.5,5985.0,2438.0,216.0,251.0,86.1,114.0,149.0,76.5,35.0,59.0,59.3,0,0.4,1.1,-0.4,7.0,45.0,7.0,1.0,59.0,,2023
Luis Vázquez,ARG,FW,22,6.3,96.0,144.0,66.7,1171.0,171.0,60.0,79.0,75.9,27.0,40.0,67.5,1.0,1.0,100.0,3,2.0,0.4,1.0,6.0,3.0,3.0,1.0,5.0,,2023
Agustín Sández,PAR,DF,22,5.4,254.0,326.0,77.9,3968.0,1500.0,144.0,158.0,91.1,94.0,115.0,81.7,11.0,32.0,34.4,0,0.2,0.2,-0.2,1.0,17.0,2.0,2.0,28.0,,2023
Ezequiel Bullaude,ARG,"FW,MF",22,4.3,151.0,175.0,86.3,2277.0,441.0,89.0,96.0,92.7,47.0,55.0,85.5,10.0,12.0,83.3,0,0.3,0.4,-0.3,6.0,17.0,5.0,0.0,22.0,,2023
Aaron Anselmino,ARG,DF,17,3.3,168.0,191.0,88.0,3123.0,1048.0,64.0,67.0,95.5,83.0,88.0,94.3,17.0,28.0,60.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,,2023
Vicente Taborda,ARG,MF,21,2.4,141.0,188.0,75.0,2054.0,511.0,85.0,90.0,94.4,40.0,53.0,75.5,9.0,31.0,29.0,0,0.4,0.4,-0.4,4.0,12.0,0.0,0.0,14.0,,2023
Jabes Saralegui,ARG,MF,20,2.3,66.0,83.0,79.5,1124.0,323.0,31.0,36.0,86.1,26.0,30.0,86.7,6.0,11.0,54.5,0,0.1,0.1,-0.1,1.0,9.0,3.0,0.0,12.0,,2023
Esteban Rolón,ARG,FW,27,2.3,156.0,176.0,88.6,2527.0,672.0,78.0,84.0,92.9,61.0,68.0,89.7,12.0,15.0,80.0,1,0.6,0.5,0.4,4.0,14.0,3.0,0.0,15.0,,2023
Nicolás Orsini,ARG,FW,28,2.3,33.0,45.0,73.3,486.0,39.0,22.0,27.0,81.5,8.0,9.0,88.9,2.0,3.0,66.7,0,0.0,0.1,0.0,1.0,3.0,0.0,0.0,1.0,,2023
Diego González,ARG,MF,34,1.2,86.0,103.0,83.5,1419.0,451.0,39.0,44.0,88.6,38.0,41.0,92.7,6.0,12.0,50.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,,2023
Nahuel Génez,ARG,DF,19,1.0,49.0,61.0,80.3,711.0,150.0,34.0,37.0,91.9,13.0,17.0,76.5,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,2023
Brandon Cortés,CHI,MF,21,0.2,15.0,21.0,71.4,278.0,52.0,8.0,10.0,80.0,5.0,6.0,83.3,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,2023
Gonzalo Morales,ARG,FW,19,0.1,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023
Miguel Merentiel,URU,FW,27,38.3,459.0,669.0,68.6,7119.0,2033.0,226.0,299.0,75.6,146.0,200.0,73.0,42.0,74.0,56.8,4,5.8,5.1,-1.8,32.0,41.0,38.0,4.0,85.0,,2024
Sergio Romero,ARG,GK,36,36.0,607.0,821.0,73.9,14809.0,10566.0,141.0,143.0,98.6,300.0,307.0,97.7,153.0,355.0,43.1,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,,2024
Lautaro Blanco,ARG,DF,24,35.0,1071.0,1608.0,66.6,18747.0,7710.0,527.0,626.0,84.2,411.0,612.0,67.2,109.0,273.0,39.9,7,4.2,3.6,2.8,36.0,94.0,42.0,28.0,124.0,,2024
Kevin Zenon,ARG,"MF,FW",22,33.9,826.0,1226.0,67.4,15069.0,5292.0,381.0,451.0,84.5,310.0,429.0,72.3,114.0,247.0,46.2,6,8.7,8.2,-2.7,58.0,132.0,49.0,10.0,192.0,,2024
Luis Advíncula,PER,DF,33,33.7,1081.0,1347.0,80.3,18106.0,5731.0,550.0,624.0,88.1,410.0,490.0,83.7,97.0,169.0,57.4,4,2.2,1.9,1.8,26.0,78.0,29.0,14.0,112.0,,2024
Guillermo Matías Fernández,ARG,MF,32,32.0,1293.0,1537.0,84.1,23922.0,7523.0,537.0,602.0,89.2,564.0,633.0,89.1,162.0,217.0,74.7,1,1.5,1.5,-0.5,20.0,123.0,11.0,0.0,159.0,,2024
Cristian Lema,ARG,DF,33,29.2,949.0,1204.0,78.8,19214.0,7242.0,302.0,351.0,86.0,489.0,570.0,85.8,136.0,236.0,57.6,2,0.3,0.6,1.7,5.0,66.0,1.0,0.0,83.0,,2024
Edinson Cavani,URU,FW,36,27.0,306.0,406.0,75.4,4526.0,739.0,170.0,216.0,78.7,89.0,116.0,76.7,23.0,32.0,71.9,1,1.7,1.4,-0.7,9.0,8.0,7.0,0.0,30.0,,2024
Jorge Figal,ARG,DF,29,25.3,972.0,1156.0,84.1,19705.0,7153.0,304.0,333.0,91.3,521.0,571.0,91.2,130.0,215.0,60.5,0,0.0,0.3,0.0,2.0,56.0,4.0,1.0,57.0,,2024
Cristian Medina,ARG,MF,21,24.6,771.0,900.0,85.7,12183.0,3163.0,400.0,437.0,91.5,302.0,339.0,89.1,45.0,67.0,67.2,2,1.2,1.8,0.8,12.0,89.0,16.0,1.0,119.0,,2024
Marcos Rojo,ARG,DF,33,18.1,819.0,954.0,85.8,15306.0,5806.0,290.0,307.0,94.5,447.0,495.0,90.3,70.0,128.0,54.7,0,0.1,0.1,-0.1,3.0,38.0,1.0,0.0,56.0,,2024
Marcelo Saracchi,URU,"DF,MF",25,15.3,469.0,622.0,75.4,8184.0,2486.0,217.0,255.0,85.1,185.0,242.0,76.4,52.0,89.0,58.4,2,1.2,1.6,0.8,12.0,34.0,11.0,6.0,45.0,,2024
Leandro Brey,ARG,GK,21,14.6,258.0,368.0,70.1,6229.0,4310.0,68.0,69.0,98.6,128.0,133.0,96.2,58.0,162.0,35.8,0,0.1,0.2,-0.1,1.0,3.0,0.0,0.0,0.0,,2024
Jabes Saralegui,ARG,"MF,DF",21,14.4,241.0,341.0,70.7,4500.0,1230.0,113.0,144.0,78.5,84.0,113.0,74.3,38.0,57.0,66.7,1,1.0,0.7,0.0,11.0,22.0,8.0,4.0,34.0,,2024
Tomás Belmonte,ARG,MF,25,14.1,580.0,671.0,86.4,10445.0,2247.0,219.0,236.0,92.8,284.0,317.0,89.6,59.0,82.0,72.0,0,0.0,0.2,0.0,2.0,45.0,1.0,0.0,48.0,,2024
Lautaro Di Lollo,ARG,DF,19,14.0,470.0,567.0,82.9,8492.0,3185.0,183.0,201.0,91.0,240.0,268.0,89.6,40.0,81.0,49.4,0,0.0,0.1,0.0,1.0,26.0,1.0,0.0,37.0,,2024
Ezequiél Fernández,ARG,MF,21,13.9,658.0,734.0,89.6,11104.0,3827.0,315.0,341.0,92.4,262.0,281.0,93.2,57.0,69.0,82.6,1,0.7,0.8,0.3,9.0,72.0,8.0,0.0,75.0,,2024
Milton Giménez,ARG,FW,27,12.1,97.0,155.0,62.6,1393.0,334.0,56.0,79.0,70.9,31.0,52.0,59.6,5.0,9.0,55.6,1,0.6,0.6,0.4,3.0,10.0,6.0,0.0,19.0,,2024
Aaron Anselmino,ARG,DF,18,12.0,461.0,534.0,86.3,8958.0,3119.0,135.0,146.0,92.5,279.0,301.0,92.7,42.0,77.0,54.5,3,1.8,1.0,1.2,4.0,16.0,1.0,0.0,28.0,,2024
Exequiel Zeballos,ARG,"MF,FW",21,11.9,184.0,286.0,64.3,2663.0,725.0,113.0,136.0,83.1,48.0,74.0,64.9,14.0,43.0,32.6,2,1.8,1.9,0.2,11.0,11.0,9.0,3.0,23.0,,2024
Brian Aguirre,ARG,"FW,MF",20,9.9,197.0,309.0,63.8,3169.0,990.0,109.0,131.0,83.2,54.0,82.0,65.9,23.0,51.0,45.1,1,2.0,0.9,-1.0,16.0,16.0,16.0,3.0,40.0,,2024
Luca Langoni,ARG,FW,21,9.6,136.0,178.0,76.4,2055.0,475.0,78.0,89.0,87.6,40.0,50.0,80.0,10.0,23.0,43.5,1,1.0,0.9,0.0,11.0,8.0,3.0,1.0,11.0,,2024
Ignacio Miramon,ARG,MF,20,8.8,323.0,409.0,79.0,6077.0,1466.0,138.0,158.0,87.3,135.0,168.0,80.4,44.0,66.0,66.7,0,1.1,0.2,-1.1,4.0,50.0,2.0,1.0,48.0,,2024
Gary Medel,CHI,"DF,MF",36,7.8,396.0,425.0,93.2,8107.0,2601.0,105.0,110.0,95.5,243.0,251.0,96.8,45.0,60.0,75.0,0,0.1,0.0,-0.1,2.0,8.0,0.0,0.0,13.0,,2024
Lucas Janson,ARG,"FW,MF",29,7.7,90.0,127.0,70.9,1290.0,362.0,59.0,69.0,85.5,21.0,27.0,77.8,6.0,14.0,42.9,0,0.2,0.2,-0.2,4.0,15.0,3.0,0.0,16.0,,2024
Frank Fabra,COL,"DF,MF",32,6.2,201.0,281.0,71.5,3293.0,1145.0,110.0,138.0,79.7,75.0,93.0,80.6,16.0,36.0,44.4,1,0.5,0.4,0.5,3.0,18.0,8.0,2.0,27.0,,2024
Milton Delgado,ARG,MF,18,6.0,140.0,165.0,84.8,2510.0,837.0,61.0,71.0,85.9,59.0,66.0,89.4,19.0,23.0,82.6,0,0.0,0.1,0.0,0.0,8.0,0.0,0.0,15.0,,2024
Mauricio Benítez,ARG,MF,19,5.9,124.0,157.0,79.0,2286.0,691.0,57.0,63.0,90.5,48.0,59.0,81.4,17.0,23.0,73.9,0,0.0,0.1,0.0,0.0,17.0,1.0,0.0,18.0,,2024
Nicolás Valentini,ARG,DF,22,5.8,111.0,157.0,70.7,2149.0,886.0,38.0,43.0,88.4,50.0,58.0,86.2,16.0,46.0,34.8,0,0.0,0.7,0.0,1.0,9.0,3.0,0.0,10.0,,2024
Jorman Campuzano,COL,DF,27,5.8,264.0,291.0,90.7,4755.0,1389.0,105.0,111.0,94.6,117.0,129.0,90.7,31.0,37.0,83.8,0,0.0,0.1,0.0,1.0,21.0,2.0,0.0,33.0,,2024
Juan Barinaga,ARG,DF,23,5.3,222.0,306.0,72.5,3735.0,1363.0,112.0,130.0,86.2,92.0,128.0,71.9,16.0,42.0,38.1,0,0.0,0.2,0.0,0.0,18.0,4.0,3.0,22.0,,2024
Lucas Blondel,SUI,"DF,MF",27,4.7,144.0,219.0,65.8,2179.0,1002.0,87.0,113.0,77.0,42.0,63.0,66.7,9.0,24.0,37.5,0,0.1,0.3,-0.1,2.0,18.0,4.0,2.0,17.0,,2024
Agustín Martegani,ARG,MF,23,4.3,116.0,151.0,76.8,1634.0,541.0,69.0,83.0,83.1,35.0,45.0,77.8,4.0,9.0,44.4,0,0.3,0.2,-0.3,5.0,10.0,0.0,0.0,16.0,,2024
Darío Benedetto,ARG,FW,33,3.7,23.0,42.0,54.8,409.0,78.0,12.0,19.0,63.2,8.0,14.0,57.1,3.0,5.0,60.0,0,0.3,0.2,-0.3,2.0,3.0,1.0,0.0,5.0,,2024
Ezequiel Bullaude,ARG,"FW,MF",23,2.7,70.0,92.0,76.1,1049.0,246.0,38.0,42.0,90.5,28.0,34.0,82.4,1.0,6.0,16.7,0,1.0,0.2,-1.0,4.0,10.0,4.0,0.0,14.0,,2024
Mateo Mendía,ARG,DF,19,2.3,78.0,93.0,83.9,1334.0,423.0,27.0,34.0,79.4,46.0,51.0,90.2,5.0,8.0,62.5,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,,2024
Julián Ceballos,ARG,MF,19,2.0,23.0,29.0,79.3,387.0,156.0,9.0,10.0,90.0,11.0,12.0,91.7,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,7.0,,2024
Norberto Briasco,ARM,"MF,FW",27,1.9,12.0,18.0,66.7,240.0,90.0,6.0,9.0,66.7,2.0,4.0,50.0,3.0,3.0,100.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2024
Juan Ramírez,ARG,MF,30,1.7,15.0,22.0,68.2,264.0,74.0,5.0,9.0,55.6,8.0,8.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,2024
Vicente Taborda,ARG,MF,22,1.6,40.0,57.0,70.2,536.0,122.0,22.0,25.0,88.0,10.0,14.0,71.4,2.0,9.0,22.2,0,0.0,0.2,0.0,0.0,3.0,0.0,0.0,1.0,,2024
Javier Hernán García,ARG,GK,37,0.8,8.0,15.0,53.3,252.0,221.0,1.0,1.0,100.0,3.0,3.0,100.0,4.0,11.0,36.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Iker Zufiaurre,ARG,MF,18,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Dylan Gorosito,ARG,DF,17,0.5,7.0,12.0,58.3,117.0,47.0,4.0,5.0,80.0,2.0,5.0,40.0,1.0,1.0,100.0,0,0.0,0.1,0.0,1.0,1.0,1.0,1.0,1.0,,2024
Joaquín Ruíz,ARG,FW,17,0.2,3.0,4.0,75.0,86.0,8.0,1.0,1.0,100.0,0.0,0.0,,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Walter Molas,ARG,DF,19,0.1,1.0,1.0,100.0,20.0,20.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Santiago Dalmasso,ARG,MF,19,0.1,7.0,7.0,100.0,80.0,1.0,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Agustín Marchesín,ARG,GK,37-249,32.0,627.0,817.0,76.7,15995.0,11700.0,151.0,152.0,99.3,309.0,313.0,98.7,162.0,345.0,47.0,0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,,2025
Lautaro Blanco,ARG,DF,26-274,29.8,1119.0,1515.0,73.9,18602.0,6186.0,561.0,625.0,89.8,473.0,618.0,76.5,76.0,204.0,37.3,3,3.4,3.3,-0.4,26.0,61.0,36.0,25.0,96.0,,2025
Rodrigo Battaglia,ARG,"DF,MF",34-131,24.9,1097.0,1273.0,86.2,19552.0,5787.0,441.0,492.0,89.6,558.0,594.0,93.9,81.0,142.0,57.0,0,0.3,0.4,-0.3,6.0,61.0,5.0,1.0,71.0,,2025
Miguel Merentiel,URU,FW,29-269,24.1,352.0,476.0,73.9,5643.0,1282.0,188.0,231.0,81.4,115.0,153.0,75.2,29.0,48.0,60.4,4,4.0,3.2,0.0,31.0,29.0,22.0,4.0,53.0,,2025
Carlos Palacios,CHI,MF,25-123,23.1,798.0,965.0,82.7,13101.0,4000.0,415.0,465.0,89.2,294.0,354.0,83.1,69.0,99.0,69.7,4,4.2,3.5,-0.2,35.0,104.0,22.0,1.0,124.0,,2025
Lautaro Di Lollo,ARG,DF,21-255,22.2,1121.0,1260.0,89.0,20952.0,8159.0,394.0,415.0,94.9,625.0,669.0,93.4,88.0,150.0,58.7,0,0.2,0.2,-0.2,5.0,53.0,0.0,0.0,67.0,,2025
Ayrton Costa,ARG,DF,26-131,19.1,703.0,795.0,88.4,12280.0,5109.0,305.0,324.0,94.1,344.0,368.0,93.5,49.0,88.0,55.7,1,0.2,0.1,0.8,2.0,35.0,2.0,0.0,27.0,,2025
Milton Giménez,ARG,FW,29-100,17.3,182.0,252.0,72.2,2869.0,507.0,102.0,131.0,77.9,53.0,73.0,72.6,18.0,27.0,66.7,3,2.2,1.2,0.8,13.0,12.0,3.0,0.0,16.0,,2025
Edinson Cavani,URU,FW,38-279,15.5,205.0,270.0,75.9,3407.0,475.0,102.0,129.0,79.1,71.0,91.0,78.0,22.0,27.0,81.5,2,0.5,0.6,1.5,7.0,14.0,4.0,0.0,20.0,,2025
Juan Barinaga,ARG,DF,25-041,14.8,635.0,844.0,75.2,10520.0,2781.0,311.0,349.0,89.1,278.0,348.0,79.9,40.0,112.0,35.7,2,1.7,1.1,0.3,13.0,26.0,9.0,7.0,44.0,,2025
Luis Advíncula,PER,DF,35-263,14.7,484.0,589.0,82.2,8179.0,2679.0,238.0,261.0,91.2,193.0,232.0,83.2,44.0,70.0,62.9,1,0.7,0.3,0.3,7.0,28.0,7.0,3.0,45.0,,2025
Milton Delgado,ARG,MF,20-157,14.6,786.0,870.0,90.3,14201.0,3795.0,327.0,345.0,94.8,375.0,399.0,94.0,74.0,99.0,74.7,1,0.0,0.4,1.0,2.0,78.0,5.0,0.0,85.0,,2025
Alan Velasco,ARG,"MF,FW",23-116,13.8,357.0,464.0,76.9,6455.0,1443.0,181.0,212.0,85.4,120.0,148.0,81.1,48.0,73.0,65.8,2,1.4,1.2,0.6,17.0,48.0,7.0,2.0,49.0,,2025
Tomás Belmonte,ARG,MF,27-177,13.5,401.0,464.0,86.4,6876.0,1845.0,192.0,209.0,91.9,168.0,180.0,93.3,35.0,49.0,71.4,0,0.1,0.2,-0.1,3.0,33.0,2.0,0.0,34.0,,2025
Leandro Paredes,ARG,MF,31-144,13.2,1040.0,1253.0,83.0,21826.0,7740.0,368.0,401.0,91.8,482.0,539.0,89.4,183.0,287.0,63.8,4,3.0,3.9,1.0,44.0,118.0,21.0,0.0,148.0,,2025
Kevin Zenon,ARG,"MF,FW",24-113,12.7,337.0,485.0,69.5,6378.0,1592.0,142.0,167.0,85.0,141.0,178.0,79.2,45.0,100.0,45.0,0,1.7,1.7,-1.7,18.0,41.0,14.0,7.0,65.0,,2025
Exequiel Zeballos,ARG,"MF,FW",23-210,12.0,238.0,313.0,76.0,3738.0,815.0,147.0,173.0,85.0,67.0,89.0,75.3,20.0,33.0,60.6,3,2.1,2.1,0.9,18.0,15.0,8.0,3.0,32.0,,2025
Marcos Rojo,ARG,DF,35-245,9.5,563.0,638.0,88.2,11028.0,5168.0,176.0,185.0,95.1,332.0,354.0,93.8,52.0,90.0,57.8,0,0.0,0.2,0.0,0.0,37.0,2.0,0.0,55.0,,2025
William Alarcón,CHI,MF,25-000,9.3,358.0,416.0,86.1,6431.0,1615.0,160.0,175.0,91.4,149.0,167.0,89.2,43.0,59.0,72.9,1,1.3,1.1,-0.3,10.0,31.0,7.0,1.0,49.0,,2025
Brian Aguirre,ARG,"MF,FW",22-172,8.1,152.0,221.0,68.8,2213.0,439.0,86.0,118.0,72.9,51.0,64.0,79.7,9.0,17.0,52.9,2,1.1,1.0,0.9,6.0,9.0,9.0,4.0,22.0,,2025
Marco Pellegrino,ARG,DF,23-125,7.0,273.0,319.0,85.6,4893.0,1717.0,117.0,125.0,93.6,130.0,143.0,90.9,24.0,44.0,54.5,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,,2025
Lucas Blondel,SUI,"DF,MF",29-067,6.1,237.0,324.0,73.1,4177.0,1580.0,122.0,147.0,83.0,80.0,105.0,76.2,31.0,54.0,57.4,1,0.1,0.3,0.9,1.0,19.0,8.0,2.0,22.0,,2025
Ander Herrera,ESP,MF,36-098,5.1,346.0,410.0,84.4,5510.0,1253.0,178.0,196.0,90.8,136.0,156.0,87.2,20.0,32.0,62.5,0,0.4,1.0,-0.4,6.0,30.0,11.0,0.0,34.0,,2025
Marcelo Saracchi,URU,"DF,MF",27-211,4.1,152.0,196.0,77.6,2801.0,1160.0,70.0,80.0,87.5,61.0,82.0,74.4,21.0,33.0,63.6,0,0.5,0.4,-0.5,4.0,14.0,9.0,3.0,23.0,,2025
Malcom Braida,ARG,"FW,MF",28-187,3.6,29.0,55.0,52.7,400.0,165.0,18.0,32.0,56.3,9.0,16.0,56.3,1.0,2.0,50.0,0,0.0,0.1,0.0,1.0,3.0,2.0,1.0,4.0,,2025
Camilo Rey,ARG,MF,19-255,3.4,152.0,175.0,86.9,2402.0,678.0,74.0,82.0,90.2,62.0,69.0,89.9,8.0,14.0,57.1,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,,2025
Leandro Brey,ARG,GK,23-060,3.0,60.0,79.0,75.9,1549.0,1122.0,14.0,14.0,100.0,25.0,25.0,100.0,20.0,38.0,52.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
Jorge Figal,ARG,DF,31-231,2.8,73.0,95.0,76.8,1481.0,636.0,20.0,22.0,90.9,44.0,49.0,89.8,8.0,21.0,38.1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,2025
Lucas Janson,ARG,"FW,MF",31-096,1.3,24.0,34.0,70.6,361.0,80.0,9.0,13.0,69.2,11.0,15.0,73.3,1.0,1.0,100.0,0,0.3,0.2,-0.3,3.0,2.0,3.0,0.0,7.0,,2025
Frank Fabra,COL,DF,34-271,1.2,50.0,61.0,82.0,728.0,213.0,30.0,37.0,81.1,16.0,19.0,84.2,2.0,2.0,100.0,0,0.1,0.1,-0.1,1.0,3.0,0.0,0.0,8.0,,2025
Ignacio Miramon,ARG,"MF,FW",22-161,1.1,42.0,55.0,76.4,788.0,230.0,20.0,21.0,95.2,13.0,17.0,76.5,7.0,14.0,50.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,,2025
Mateo Mendía,ARG,DF,21-290,1.0,53.0,57.0,93.0,1001.0,321.0,19.0,21.0,90.5,30.0,30.0,100.0,4.0,4.0,100.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,2025
Agustín Martegani,ARG,MF,25-184,0.6,19.0,21.0,90.5,246.0,51.0,12.0,12.0,100.0,5.0,5.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,2025
Joaquín Ruíz,ARG,"MF,FW",19-122,0.3,6.0,11.0,54.5,93.0,12.0,3.0,5.0,60.0,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,2025
Santiago Dalmasso,ARG,MF,21-155,0.1,5.0,5.0,100.0,70.0,1.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
