player,nation,position,age,matches_played,minutes,minutes_per_match,minutes_pct,nineties,starts,mn_start,compl,subs,mn_sub,unsub,ppm,ong,onga,goals_plus_minus_on_pitch,goals_plus_minus_on_pitch_per90,on_off,season,onxg,onxga,xg_,xg_90,on_off_1,fbref_comp_id
Agustín Orión,ARG,GK,32.0,26.0,2370.0,91.0,96.3,26.3,26,94.0,8.0,0,,0.0,1.75,10.0,4.0,6.0,0.72,,2014,,,,,,
Leandro Marín,ARG,DF,22.0,20.0,1782.0,89.0,72.4,19.8,20,90.0,7.0,0,,1.0,1.57,9.0,4.0,5.0,0.71,-0.04,2014,,,,,,
Federico Carrizo,ARG,"FW,MF",22.0,24.0,1644.0,69.0,66.8,18.3,22,72.0,1.0,2,14.0,3.0,2.0,1.0,2.0,-1.0,-0.37,-1.61,2014,,,,,,
Jonathan Calleri,ARG,FW,20.0,22.0,1621.0,74.0,65.9,18.0,18,85.0,4.0,4,,0.0,1.75,6.0,4.0,2.0,0.26,-4.88,2014,,,,,,
Nicolás Colazo,ARG,"DF,MF",23.0,18.0,1538.0,85.0,62.5,17.1,17,91.0,7.0,1,,0.0,1.75,10.0,4.0,6.0,0.74,0.74,2014,,,,,,
Marcelo Meli,ARG,MF,21.0,18.0,1466.0,81.0,59.6,16.3,16,87.0,6.0,2,,0.0,1.75,9.0,4.0,5.0,0.65,-1.02,2014,,,,,,
Emmanuel Gigliotti,ARG,FW,26.0,23.0,1388.0,60.0,56.4,15.4,14,96.0,1.0,9,22.0,1.0,1.86,4.0,1.0,3.0,1.17,0.65,2014,,,,,,
Mariano Echeverría,ARG,DF,32.0,16.0,1385.0,87.0,56.3,15.4,16,90.0,3.0,0,,3.0,1.33,4.0,2.0,2.0,0.67,-0.08,2014,,,,,,
Cristian Erbes,ARG,MF,24.0,16.0,1358.0,85.0,55.2,15.1,16,87.0,4.0,0,,0.0,1.33,7.0,4.0,3.0,0.52,-0.67,2014,,,,,,
Andrés Chávez,ARG,"FW,MF",22.0,19.0,1304.0,69.0,53.0,14.5,13,91.0,4.0,6,22.0,0.0,1.75,10.0,2.0,8.0,1.09,3.07,2014,,,,,,
Fernando Gago,ARG,MF,27.0,16.0,1297.0,81.0,52.7,14.4,16,87.0,5.0,0,,0.0,2.17,9.0,2.0,7.0,1.21,1.6,2014,,,,,,
Cata Díaz,ARG,DF,34.0,14.0,1053.0,75.0,42.8,11.7,14,69.0,3.0,0,,0.0,1.25,4.0,1.0,3.0,0.99,0.42,2014,,,,,,
Gonzalo Castellani,ARG,MF,26.0,17.0,940.0,55.0,38.2,10.4,10,71.0,0.0,7,4.0,3.0,0.33,1.0,1.0,0.0,0.0,-0.89,2014,,,,,,
José Pedro Fuenzalida,CHI,"DF,FW",28.0,18.0,938.0,52.0,38.1,10.4,10,89.0,2.0,8,32.0,0.0,2.17,6.0,1.0,5.0,1.24,1.01,2014,,,,,,
Emanuel Insúa,ARG,DF,22.0,15.0,870.0,58.0,35.4,9.7,9,,0.0,6,15.0,4.0,2.0,2.0,0.0,2.0,3.83,3.32,2014,,,,,,
Lisandro Magallán,ARG,DF,20.0,11.0,850.0,77.0,34.6,9.4,9,105.0,2.0,2,,1.0,1.5,1.0,1.0,0.0,0.0,-1.0,2014,,,,,,
Juan Forlín,ARG,"DF,MF",26.0,10.0,833.0,83.0,33.9,9.3,9,86.0,4.0,1,,2.0,2.0,5.0,2.0,3.0,0.63,-0.21,2014,,,,,,
Juan Manuel Martínez,ARG,"FW,MF",28.0,14.0,704.0,50.0,28.6,7.8,7,49.0,0.0,7,37.0,0.0,1.6,2.0,2.0,0.0,0.0,-1.0,2014,,,,,,
Andrés Cubas,PAR,MF,17.0,9.0,678.0,75.0,27.6,7.5,8,91.0,1.0,1,12.0,2.0,3.0,2.0,0.0,2.0,1.75,1.19,2014,,,,,,
Claudio Pérez,ARG,DF,28.0,8.0,659.0,82.0,26.8,7.3,6,100.0,3.0,2,,3.0,3.0,6.0,1.0,5.0,1.5,1.3,2014,,,,,,
Hernán Grana,ARG,DF,28.0,5.0,450.0,90.0,26.3,5.0,5,,,0,,,,,,,,,2014,,,,,,
Luciano Acosta,ARG,"FW,MF",19.0,12.0,448.0,37.0,18.2,5.0,3,63.0,0.0,9,43.0,1.0,1.33,2.0,0.0,2.0,1.22,0.62,2014,,,,,,
Federico Bravo,ARG,"DF,MF",20.0,8.0,416.0,52.0,24.3,4.6,5,,,3,,,,,,,,,2014,,,,,,
Nahuel Zárate,ARG,DF,21.0,4.0,360.0,90.0,14.6,4.0,4,,0.0,0,,1.0,,,,,,,2014,,,,,,
Franco Cristaldo,ARG,"FW,MF",17.0,3.0,148.0,49.0,8.7,1.6,1,,,2,,,,,,,,,2014,,,,,,
Pablo Ledesma,ARG,MF,29.0,3.0,109.0,36.0,4.4,1.2,1,,0.0,2,3.0,0.0,1.0,0.0,1.0,-1.0,-22.5,-23.34,2014,,,,,,
Juan Cruz Komar,ARG,DF,17.0,1.0,90.0,90.0,5.3,1.0,1,,,0,,,,,,,,,2014,,,,,,
Emanuel Trípodi,ARG,GK,33.0,1.0,90.0,90.0,3.7,1.0,1,,0.0,0,,8.0,,,,,,,2014,,,,,,
Leonardo Suárez,ARG,"FW,MF",17.0,2.0,58.0,29.0,3.4,0.6,0,,,2,,,,,,,,,2014,,,,,,
Guillermo Burdisso,ARG,DF,25.0,1.0,44.0,44.0,2.6,0.5,0,,,1,,,,,,,,,2014,,,,,,
Joel Acosta,ARG,"FW,MF",23.0,1.0,23.0,23.0,1.3,0.3,0,,,1,,,,,,,,,2014,,,,,,
Cata Díaz,ARG,DF,35.0,31.0,2673.0,86.0,78.2,29.7,31,86.0,29.0,0,,0.0,2.13,54.0,21.0,33.0,1.11,2.8,2015,,,,,,
Agustín Orión,ARG,GK,33.0,28.0,2398.0,86.0,70.1,26.6,28,86.0,25.0,0,,0.0,2.11,45.0,18.0,27.0,1.01,1.72,2015,,,,,,
Jonathan Calleri,ARG,FW,21.0,30.0,2127.0,71.0,62.2,23.6,23,87.0,18.0,7,18.0,4.0,2.14,45.0,21.0,24.0,1.02,1.36,2015,,,,,,
Nicolás Colazo,ARG,"DF,MF",24.0,28.0,2087.0,75.0,61.0,23.2,23,85.0,18.0,5,26.0,3.0,2.04,43.0,17.0,26.0,1.12,1.59,2015,,,,,,
Marcelo Meli,ARG,MF,22.0,27.0,1986.0,74.0,58.1,22.1,22,86.0,18.0,5,17.0,3.0,2.15,35.0,14.0,21.0,0.95,1.08,2015,,,,,,
Gino Peruzzi,ARG,DF,22.0,23.0,1929.0,84.0,56.4,21.4,22,86.0,18.0,1,38.0,0.0,2.17,31.0,15.0,16.0,0.75,0.57,2015,,,,,,
Nicolás Lodeiro,URU,"FW,MF",25.0,26.0,1919.0,74.0,56.1,21.3,21,82.0,11.0,5,38.0,1.0,2.42,38.0,14.0,24.0,1.13,1.43,2015,,,,,,
Cristian Erbes,ARG,MF,25.0,22.0,1832.0,83.0,53.6,20.4,20,89.0,19.0,2,22.0,0.0,2.44,45.0,15.0,30.0,1.47,2.1,2015,,,,,,
Fabián Monzón,ARG,DF,27.0,20.0,1688.0,84.0,49.4,18.8,19,87.0,17.0,1,32.0,5.0,2.3,28.0,15.0,13.0,0.69,0.38,2015,,,,,,
Fernando Gago,ARG,MF,28.0,20.0,1509.0,75.0,44.1,16.8,18,81.0,14.0,2,24.0,0.0,2.15,30.0,15.0,15.0,0.89,0.71,2015,,,,,,
Pablo Pérez,ARG,MF,29.0,21.0,1439.0,69.0,42.1,16.0,18,78.0,6.0,3,14.0,1.0,2.19,25.0,10.0,15.0,0.94,0.76,2015,,,,,,
Marco Torsiglieri,ARG,"DF,MF",27.0,16.0,1360.0,85.0,39.8,15.1,15,90.0,15.0,1,9.0,3.0,2.06,26.0,12.0,14.0,0.93,0.71,2015,,,,,,
Sebastián Palacios,ARG,"FW,MF",23.0,19.0,1167.0,61.0,34.1,13.0,14,73.0,2.0,5,30.0,8.0,2.0,25.0,10.0,15.0,1.16,1.0,2015,,,,,,
Carlos Tevez,ARG,"FW,MF",30.0,12.0,1071.0,89.0,39.7,11.9,12,89.0,11.0,0,,0.0,2.5,22.0,11.0,11.0,0.92,0.26,2015,,,,,,
Federico Carrizo,ARG,"FW,MF",23.0,16.0,1053.0,66.0,30.8,11.7,13,78.0,7.0,3,14.0,8.0,2.0,25.0,7.0,18.0,1.54,1.5,2015,,,,,,
Dani Osvaldo,ITA,FW,29.0,15.0,1036.0,69.0,30.3,11.5,12,83.0,6.0,3,13.0,1.0,1.8,17.0,7.0,10.0,0.87,0.53,2015,,,,,,
Guillermo Sara,ARG,GK,27.0,13.0,1019.0,78.0,29.8,11.3,10,90.0,10.0,3,39.0,25.0,2.08,23.0,10.0,13.0,1.15,0.92,2015,,,,,,
Andrés Chávez,ARG,"FW,MF",23.0,19.0,979.0,52.0,28.6,10.9,10,84.0,6.0,9,16.0,8.0,2.16,18.0,11.0,7.0,0.64,0.2,2015,,,,,,
Rodrigo Bentancur,URU,MF,17.0,18.0,923.0,51.0,27.0,10.3,9,85.0,6.0,9,17.0,5.0,1.78,15.0,10.0,5.0,0.49,-0.42,2015,,,,,,
Fernando Tobio,ARG,DF,25.0,12.0,889.0,74.0,32.9,9.9,9,90.0,9.0,3,26.0,0.0,2.25,15.0,11.0,4.0,0.4,-0.54,2015,,,,,,
Leandro Marín,ARG,DF,23.0,11.0,864.0,79.0,25.3,9.6,9,90.0,9.0,2,26.0,7.0,2.36,20.0,4.0,16.0,1.67,1.56,2015,,,,,,
Andrés Cubas,PAR,MF,18.0,11.0,858.0,78.0,25.1,9.5,11,78.0,7.0,0,,11.0,2.18,11.0,8.0,3.0,0.31,-0.25,2015,,,,,,
Alexis Rolín,URU,DF,25.0,10.0,787.0,79.0,29.1,8.7,9,81.0,6.0,1,55.0,7.0,2.2,15.0,6.0,9.0,1.03,0.37,2015,,,,,,
Guillermo Burdisso,ARG,DF,26.0,10.0,755.0,76.0,22.1,8.4,8,81.0,7.0,2,55.0,6.0,2.2,14.0,3.0,11.0,1.31,1.04,2015,,,,,,
Juan Manuel Martínez,ARG,"FW,MF",29.0,11.0,647.0,59.0,18.9,7.2,9,68.0,2.0,2,17.0,4.0,2.45,16.0,5.0,11.0,1.53,1.27,2015,,,,,,
José Pedro Fuenzalida,CHI,"DF,FW",29.0,15.0,647.0,43.0,18.9,7.2,7,80.0,5.0,8,11.0,10.0,2.46,18.0,8.0,10.0,1.39,1.1,2015,,,,,,
Franco Cristaldo,ARG,"FW,MF",18.0,11.0,462.0,42.0,13.5,5.1,5,75.0,2.0,6,14.0,6.0,2.55,9.0,4.0,5.0,0.97,0.55,2015,,,,,,
Cristian Pavón,ARG,"FW,MF",19.0,8.0,392.0,49.0,11.5,4.4,4,79.0,2.0,4,20.0,3.0,1.63,6.0,3.0,3.0,0.69,0.21,2015,,,,,,
Juan Cruz Komar,ARG,DF,18.0,4.0,346.0,87.0,10.1,3.8,3,90.0,3.0,1,75.0,7.0,3.0,14.0,2.0,12.0,3.12,6.97,2015,,,,,,
Gonzalo Castellani,ARG,MF,27.0,4.0,183.0,46.0,5.4,2.0,1,73.0,0.0,3,37.0,3.0,2.5,10.0,1.0,9.0,4.43,4.15,2015,,,,,,
Federico Bravo,ARG,"DF,MF",21.0,1.0,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,7.0,1.0,1.0,1.0,0.0,0.0,-0.79,2015,,,,,,
Lisandro Magallán,ARG,DF,21.0,1.0,90.0,90.0,3.3,1.0,1,90.0,1.0,0,,4.0,0.0,1.0,3.0,-2.0,-2.0,-2.86,2015,,,,,,
Emmanuel Gigliotti,ARG,FW,27.0,1.0,60.0,60.0,1.8,0.7,1,60.0,0.0,0,,2.0,3.0,1.0,0.0,1.0,1.5,2.18,2015,,,,,,
Guido Vadalá,ARG,"FW,MF",17.0,2.0,24.0,12.0,0.7,0.3,0,,0.0,2,11.0,3.0,3.0,2.0,0.0,2.0,7.5,8.28,2015,,,,,,
Emanuel Trípodi,ARG,GK,34.0,0.0,,,,,0,,0.0,0,,10.0,,,,,,,2015,,,,,,
Tomas Pochettino,ARG,"FW,MF",18.0,0.0,,,,,0,,0.0,0,,1.0,,,,,,,2015,,,,,,
Cristian Pavón,ARG,FW,20.0,30.0,2571.0,86.0,95.2,28.6,30,86.0,16.0,0,,0.0,2.1,59.0,22.0,37.0,1.3,1.3,2016,0.0,0.0,0.0,0.0,0.0,21.0
Pablo Pérez,ARG,MF,30.0,28.0,2297.0,82.0,85.1,25.5,28,82.0,14.0,0,,0.0,2.04,52.0,20.0,32.0,1.25,0.14,2016,0.0,0.0,0.0,0.0,0.0,21.0
Gino Peruzzi,ARG,DF,24.0,26.0,2167.0,83.0,80.3,24.1,25,85.0,18.0,1,42.0,2.0,2.04,48.0,21.0,27.0,1.12,-0.57,2016,0.0,0.0,0.0,0.0,0.0,21.0
Santiago Vergini,ARG,DF,27.0,28.0,2225.0,79.0,82.4,24.7,24,90.0,24.0,4,15.0,2.0,2.11,49.0,22.0,27.0,1.09,-0.8,2016,0.0,0.0,0.0,0.0,0.0,21.0
Darío Benedetto,ARG,FW,26.0,25.0,1843.0,74.0,68.3,20.5,24,77.0,9.0,1,5.0,0.0,2.0,36.0,15.0,21.0,1.03,-0.65,2016,0.0,0.0,0.0,0.0,0.0,21.0
Rodrigo Bentancur,URU,MF,19.0,22.0,1837.0,84.0,68.0,20.4,20,90.0,19.0,2,19.0,0.0,2.05,38.0,18.0,20.0,0.98,-0.79,2016,0.0,0.0,0.0,0.0,0.0,21.0
Juan Manuel Insaurralde,ARG,DF,31.0,19.0,1663.0,88.0,61.6,18.5,18,90.0,17.0,1,45.0,6.0,2.11,33.0,16.0,17.0,0.92,-0.82,2016,0.0,0.0,0.0,0.0,0.0,21.0
Frank Fabra,COL,DF,25.0,20.0,1614.0,81.0,59.8,17.9,18,90.0,17.0,2,2.0,8.0,1.95,37.0,17.0,20.0,1.12,-0.29,2016,0.0,0.0,0.0,0.0,0.0,21.0
Ricardo Centurión,ARG,"FW,MF",23.0,22.0,1353.0,62.0,50.1,15.0,17,74.0,7.0,5,19.0,0.0,2.18,38.0,11.0,27.0,1.8,1.13,2016,0.0,0.0,0.0,0.0,0.0,21.0
Agustín Rossi,ARG,GK,20.0,16.0,1440.0,90.0,53.3,16.0,16,90.0,16.0,0,,0.0,2.0,27.0,12.0,15.0,0.94,-0.63,2016,0.0,0.0,0.0,0.0,0.0,21.0
Fernando Gago,ARG,MF,30.0,16.0,1432.0,90.0,53.0,15.9,16,90.0,14.0,0,,1.0,2.25,36.0,16.0,20.0,1.26,0.05,2016,0.0,0.0,0.0,0.0,0.0,21.0
Fernando Tobio,ARG,DF,26.0,13.0,1137.0,87.0,42.1,12.6,13,87.0,11.0,0,,12.0,2.23,31.0,8.0,23.0,1.82,1.01,2016,0.0,0.0,0.0,0.0,0.0,21.0
Jonathan Silva,ARG,DF,22.0,13.0,1091.0,84.0,40.4,12.1,12,90.0,12.0,1,10.0,15.0,2.23,25.0,9.0,16.0,1.32,0.15,2016,0.0,0.0,0.0,0.0,0.0,21.0
Guillermo Sara,ARG,GK,28.0,12.0,1080.0,90.0,40.0,12.0,12,90.0,12.0,0,,0.0,2.08,27.0,10.0,17.0,1.42,0.31,2016,0.0,0.0,0.0,0.0,0.0,21.0
Wílmar Barrios,COL,MF,22.0,19.0,1079.0,57.0,40.0,12.0,11,90.0,10.0,8,11.0,5.0,2.16,23.0,8.0,15.0,1.25,0.03,2016,0.0,0.0,0.0,0.0,0.0,21.0
Carlos Tevez,ARG,"MF,FW",32.0,11.0,914.0,83.0,33.9,10.2,11,83.0,8.0,0,,0.0,2.36,27.0,10.0,17.0,1.67,0.67,2016,0.0,0.0,0.0,0.0,0.0,21.0
Leonardo Jara,ARG,"DF,MF",25.0,16.0,664.0,42.0,24.6,7.4,7,85.0,5.0,9,8.0,9.0,2.25,16.0,5.0,11.0,1.49,0.34,2016,0.0,0.0,0.0,0.0,0.0,21.0
Walter Bou,ARG,FW,22.0,25.0,851.0,34.0,31.5,9.5,5,82.0,1.0,20,22.0,5.0,2.08,22.0,11.0,11.0,1.16,-0.1,2016,0.0,0.0,0.0,0.0,0.0,21.0
Lisandro Magallán,ARG,DF,22.0,6.0,427.0,71.0,15.8,4.7,5,84.0,4.0,1,5.0,4.0,2.33,12.0,4.0,8.0,1.69,0.54,2016,0.0,0.0,0.0,0.0,0.0,21.0
Fernando Zuqui,ARG,FW,24.0,13.0,434.0,33.0,16.1,4.8,4,84.0,2.0,9,11.0,11.0,2.08,10.0,5.0,5.0,1.04,-0.23,2016,0.0,0.0,0.0,0.0,0.0,21.0
Sebastián Pérez Cardona,COL,MF,23.0,12.0,426.0,36.0,15.8,4.7,4,83.0,2.0,8,12.0,2.0,2.5,11.0,6.0,5.0,1.06,-0.21,2016,0.0,0.0,0.0,0.0,0.0,21.0
Oscar Benítez,ARG,FW,23.0,9.0,311.0,35.0,11.5,3.5,2,79.0,1.0,7,22.0,3.0,2.0,5.0,3.0,2.0,0.58,-0.74,2016,0.0,0.0,0.0,0.0,0.0,21.0
Andrés Cubas,PAR,MF,20.0,3.0,204.0,68.0,7.6,2.3,2,91.0,2.0,1,23.0,0.0,2.33,4.0,1.0,3.0,1.32,0.1,2016,0.0,0.0,0.0,0.0,0.0,21.0
Axel Werner,ARG,GK,20.0,2.0,180.0,90.0,6.7,2.0,2,90.0,2.0,0,,28.0,3.0,8.0,3.0,5.0,2.5,1.36,2016,0.0,0.0,0.0,0.0,0.0,21.0
Nazareno Solís,ARG,FW,22.0,4.0,109.0,27.0,4.0,1.2,1,65.0,0.0,3,15.0,4.0,2.5,2.0,0.0,2.0,1.65,0.44,2016,0.0,0.0,0.0,0.0,0.0,21.0
Gonzalo Maroni,ARG,"MF,FW",17.0,2.0,90.0,45.0,3.3,1.0,1,70.0,0.0,1,20.0,3.0,2.0,4.0,1.0,3.0,3.0,1.83,2016,0.0,0.0,0.0,0.0,0.0,21.0
Federico Carrizo,ARG,"FW,MF",25.0,2.0,68.0,34.0,2.5,0.8,1,63.0,0.0,1,5.0,2.0,2.0,0.0,0.0,0.0,0.0,-1.27,2016,0.0,0.0,0.0,0.0,0.0,21.0
Gonzalo Castellani,ARG,FW,28.0,1.0,67.0,67.0,2.5,0.7,1,67.0,0.0,0,,1.0,0.0,0.0,1.0,-1.0,-1.34,-2.64,2016,0.0,0.0,0.0,0.0,0.0,21.0
Ramiro Martínez,ARG,GK,25.0,0.0,,,,,0,,0.0,0,,2.0,,,,,,,2016,,,,,,21.0
Agustín Rossi,ARG,GK,21.0,26.0,2340.0,90.0,96.3,26.0,26,90.0,26.0,0,,1.0,2.19,47.0,19.0,28.0,1.08,1.08,2017,44.0,22.9,21.1,0.81,3.37,21.0
Cristian Pavón,ARG,FW,21.0,26.0,2270.0,87.0,93.4,25.2,26,87.0,13.0,0,,0.0,2.19,45.0,18.0,27.0,1.07,0.51,2017,42.2,21.7,20.4,0.81,1.85,21.0
Lisandro Magallán,ARG,DF,23.0,25.0,2250.0,90.0,92.6,25.0,25,90.0,25.0,0,,0.0,2.28,47.0,17.0,30.0,1.2,2.2,2017,42.9,20.8,22.1,0.88,2.65,21.0
Wílmar Barrios,COL,MF,23.0,23.0,1989.0,86.0,81.9,22.1,23,86.0,21.0,0,,0.0,2.3,41.0,13.0,28.0,1.27,1.27,2017,37.6,17.2,20.3,0.92,1.28,21.0
Frank Fabra,COL,DF,26.0,22.0,1934.0,88.0,79.6,21.5,22,88.0,20.0,0,,4.0,2.5,44.0,13.0,31.0,1.44,1.99,2017,37.9,16.9,21.0,0.98,1.41,21.0
Nahitan Nández,URU,MF,21.0,24.0,1887.0,79.0,77.7,21.0,20,89.0,18.0,4,25.0,0.0,2.13,35.0,18.0,17.0,0.81,-1.01,2017,33.9,19.3,14.7,0.7,0.05,21.0
Leonardo Jara,ARG,DF,26.0,22.0,1717.0,78.0,70.7,19.1,20,85.0,15.0,2,6.0,1.0,2.45,41.0,13.0,28.0,1.47,1.47,2017,34.1,14.4,19.7,1.03,1.18,21.0
Paolo Goltz,ARG,DF,32.0,19.0,1579.0,83.0,65.0,17.5,19,83.0,17.0,0,,0.0,2.32,35.0,13.0,22.0,1.25,0.62,2017,30.7,12.2,18.4,1.05,1.04,21.0
Edwin Cardona,COL,"FW,MF",24.0,20.0,1572.0,79.0,64.7,17.5,19,83.0,13.0,1,3.0,0.0,2.25,34.0,13.0,21.0,1.2,0.47,2017,29.9,18.9,11.0,0.63,-0.16,21.0
Pablo Pérez,ARG,MF,31.0,19.0,1453.0,76.0,59.8,16.1,18,79.0,10.0,1,30.0,0.0,2.05,28.0,12.0,16.0,0.99,-0.11,2017,26.4,15.1,11.4,0.7,0.04,21.0
Carlos Tevez,ARG,"MF,FW",33.0,10.0,812.0,81.0,33.4,9.0,10,81.0,3.0,0,,0.0,2.4,15.0,5.0,10.0,1.11,0.11,2017,17.4,6.6,10.8,1.19,0.76,21.0
Darío Benedetto,ARG,FW,27.0,9.0,751.0,83.0,30.9,8.3,9,83.0,0.0,0,,0.0,2.67,21.0,4.0,17.0,2.04,1.45,2017,14.1,5.5,8.6,1.03,0.5,21.0
Emanuel Reynoso,ARG,"MF,FW",21.0,11.0,717.0,65.0,29.5,8.0,8,76.0,3.0,3,35.0,2.0,1.82,16.0,11.0,5.0,0.63,-0.58,2017,16.2,11.2,5.0,0.63,-0.08,21.0
Santiago Vergini,ARG,DF,28.0,8.0,708.0,89.0,29.1,7.9,7,90.0,7.0,1,77.0,17.0,2.0,12.0,6.0,6.0,0.76,-0.39,2017,12.5,9.5,3.1,0.39,-0.42,21.0
Walter Bou,ARG,FW,23.0,16.0,575.0,36.0,23.7,6.4,6,75.0,2.0,10,12.0,6.0,1.88,10.0,6.0,4.0,0.63,-0.54,2017,8.8,9.9,-1.0,-0.16,-1.11,21.0
Fernando Gago,ARG,MF,31.0,6.0,518.0,86.0,21.3,5.8,6,86.0,5.0,0,,0.0,2.67,16.0,3.0,13.0,2.26,1.55,2017,9.8,6.9,2.9,0.5,-0.23,21.0
Ramón Ábila,ARG,FW,27.0,11.0,542.0,49.0,22.3,6.0,5,90.0,4.0,6,15.0,2.0,1.82,11.0,9.0,2.0,0.33,-0.91,2017,13.6,7.3,6.4,1.06,0.48,21.0
Emmanuel Más,ARG,DF,28.0,6.0,486.0,81.0,20.0,5.4,5,88.0,4.0,1,45.0,7.0,0.67,5.0,9.0,-4.0,-0.74,-2.22,2017,6.9,10.4,-3.4,-0.64,-1.66,21.0
Julio Buffarini,ARG,"DF,MF",28.0,12.0,453.0,38.0,18.6,5.0,4,90.0,2.0,8,12.0,3.0,1.83,7.0,7.0,0.0,0.0,-1.27,2017,7.6,8.8,-1.2,-0.24,-1.14,21.0
Gino Peruzzi,ARG,DF,25.0,6.0,315.0,53.0,13.0,3.5,3,86.0,1.0,3,19.0,5.0,2.0,2.0,2.0,0.0,0.0,-1.19,2017,3.4,4.3,-0.9,-0.25,-1.08,21.0
Cristian Espinoza,ARG,FW,22.0,11.0,280.0,25.0,11.5,3.1,3,70.0,0.0,8,9.0,7.0,2.45,6.0,3.0,3.0,0.96,-0.08,2017,6.7,2.7,4.0,1.3,0.69,21.0
Sebastián Pérez Cardona,COL,MF,24.0,3.0,227.0,76.0,9.3,2.5,3,76.0,1.0,0,,3.0,1.33,5.0,4.0,1.0,0.4,-0.71,2017,3.6,3.2,0.4,0.15,-0.6,21.0
Oscar Benítez,ARG,FW,24.0,14.0,276.0,20.0,11.4,3.1,2,87.0,1.0,12,9.0,4.0,2.29,7.0,5.0,2.0,0.65,-0.43,2017,6.1,6.7,-0.5,-0.17,-0.96,21.0
Agustín Heredia,ARG,DF,20.0,2.0,180.0,90.0,7.4,2.0,2,90.0,2.0,0,,0.0,0.5,3.0,5.0,-2.0,-1.0,-2.2,2017,3.0,6.5,-3.5,-1.77,-2.65,21.0
Guido Vadalá,ARG,FW,20.0,4.0,179.0,45.0,7.4,2.0,2,86.0,0.0,2,4.0,0.0,1.75,2.0,0.0,2.0,1.01,-0.03,2017,2.4,2.1,0.2,0.11,-0.62,21.0
Agustín Almendra,ARG,MF,17.0,3.0,99.0,33.0,4.1,1.1,1,67.0,0.0,2,16.0,0.0,1.33,0.0,2.0,-2.0,-1.82,-2.98,2017,0.7,2.6,-1.9,-1.69,-2.48,21.0
