player,nation,position,age,nineties,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,live,take_ons_attempted,take_ons_successful,take_ons_success_pct,take_ons_tackled,take_ons_tackled_pct,carries,carry_distance_total,carry_distance_progressive,prgc,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,fbref_comp_id,season
Cristian Pavón,ARG,FW,20.0,28.6,1430.0,5.0,105.0,585.0,762.0,109.0,1430.0,121.0,59.0,48.8,62.0,51.2,981.0,6503.0,3501.0,144.0,100.0,53.0,98.0,43.0,1060.0,314.0,21.0,2016
Pablo Pérez,ARG,MF,30.0,25.5,1922.0,32.0,270.0,1235.0,435.0,26.0,1922.0,47.0,28.0,59.6,19.0,40.4,1255.0,4812.0,2552.0,35.0,42.0,3.0,64.0,45.0,1318.0,73.0,21.0,2016
Gino Peruzzi,ARG,DF,24.0,24.1,1588.0,71.0,426.0,745.0,437.0,35.0,1588.0,25.0,11.0,44.0,14.0,56.0,787.0,2973.0,1782.0,36.0,34.0,8.0,48.0,23.0,775.0,104.0,21.0,2016
Santiago Vergini,ARG,DF,27.0,24.7,1462.0,114.0,760.0,679.0,28.0,6.0,1462.0,12.0,10.0,83.3,2.0,16.7,938.0,5262.0,3653.0,10.0,6.0,0.0,13.0,8.0,932.0,2.0,21.0,2016
Darío Benedetto,ARG,FW,26.0,20.5,623.0,14.0,23.0,277.0,326.0,93.0,622.0,25.0,16.0,64.0,9.0,36.0,419.0,1672.0,488.0,16.0,20.0,6.0,63.0,36.0,485.0,112.0,21.0,2016
Rodrigo Bentancur,URU,MF,19.0,20.4,1294.0,30.0,218.0,852.0,249.0,22.0,1294.0,49.0,19.0,38.8,30.0,61.2,850.0,4831.0,2620.0,54.0,58.0,6.0,36.0,24.0,832.0,31.0,21.0,2016
Juan Manuel Insaurralde,ARG,DF,31.0,18.5,1099.0,106.0,622.0,466.0,23.0,17.0,1099.0,5.0,5.0,100.0,0.0,0.0,688.0,3479.0,2276.0,13.0,4.0,0.0,12.0,2.0,663.0,1.0,21.0,2016
Frank Fabra,COL,DF,25.0,17.9,1005.0,31.0,302.0,487.0,233.0,33.0,1005.0,48.0,28.0,58.3,20.0,41.7,543.0,2765.0,1625.0,43.0,31.0,11.0,31.0,16.0,515.0,56.0,21.0,2016
Ricardo Centurión,ARG,"FW,MF",23.0,15.0,757.0,3.0,44.0,355.0,372.0,78.0,757.0,99.0,41.0,41.4,58.0,58.6,635.0,3814.0,1964.0,67.0,60.0,19.0,79.0,62.0,645.0,110.0,21.0,2016
Agustín Rossi,ARG,GK,20.0,16.0,547.0,482.0,545.0,2.0,0.0,0.0,547.0,0.0,0.0,,0.0,,297.0,1822.0,1532.0,0.0,0.0,0.0,3.0,0.0,174.0,0.0,21.0,2016
Fernando Gago,ARG,MF,30.0,15.9,1334.0,13.0,250.0,951.0,146.0,3.0,1333.0,11.0,10.0,90.9,1.0,9.1,833.0,3504.0,2066.0,30.0,14.0,1.0,18.0,13.0,878.0,13.0,21.0,2016
Fernando Tobio,ARG,DF,26.0,12.6,704.0,75.0,449.0,244.0,15.0,6.0,704.0,3.0,3.0,100.0,0.0,0.0,418.0,2250.0,1422.0,4.0,4.0,0.0,9.0,2.0,427.0,0.0,21.0,2016
Jonathan Silva,ARG,DF,22.0,12.1,817.0,14.0,224.0,390.0,212.0,10.0,817.0,21.0,9.0,42.9,12.0,57.1,410.0,2400.0,1471.0,43.0,33.0,1.0,17.0,10.0,424.0,56.0,21.0,2016
Guillermo Sara,ARG,GK,28.0,12.0,358.0,330.0,358.0,0.0,0.0,0.0,358.0,0.0,0.0,,0.0,,178.0,1187.0,795.0,0.0,1.0,0.0,0.0,0.0,101.0,0.0,21.0,2016
Wílmar Barrios,COL,MF,22.0,12.0,833.0,25.0,252.0,537.0,53.0,6.0,833.0,17.0,14.0,82.4,3.0,17.6,498.0,2303.0,1232.0,16.0,10.0,2.0,17.0,4.0,498.0,10.0,21.0,2016
Carlos Tevez,ARG,"MF,FW",32.0,10.2,602.0,0.0,18.0,305.0,284.0,52.0,602.0,37.0,18.0,48.6,19.0,51.4,496.0,2968.0,1718.0,55.0,49.0,16.0,35.0,15.0,528.0,91.0,21.0,2016
Leonardo Jara,ARG,"DF,MF",25.0,7.4,400.0,21.0,110.0,190.0,105.0,8.0,400.0,8.0,4.0,50.0,4.0,50.0,186.0,695.0,355.0,8.0,13.0,0.0,11.0,10.0,211.0,37.0,21.0,2016
Walter Bou,ARG,FW,22.0,9.5,373.0,5.0,14.0,198.0,166.0,38.0,373.0,13.0,7.0,53.8,6.0,46.2,262.0,1192.0,490.0,19.0,17.0,8.0,48.0,28.0,287.0,57.0,21.0,2016
Lisandro Magallán,ARG,DF,22.0,4.7,247.0,25.0,178.0,65.0,4.0,2.0,247.0,0.0,0.0,,0.0,,134.0,514.0,290.0,1.0,1.0,1.0,3.0,0.0,134.0,1.0,21.0,2016
Fernando Zuqui,ARG,FW,24.0,4.8,302.0,2.0,27.0,148.0,134.0,13.0,302.0,13.0,6.0,46.2,7.0,53.8,229.0,1186.0,550.0,16.0,10.0,5.0,25.0,16.0,232.0,41.0,21.0,2016
Sebastián Pérez Cardona,COL,MF,23.0,4.7,376.0,10.0,107.0,246.0,27.0,1.0,376.0,1.0,1.0,100.0,0.0,0.0,237.0,927.0,477.0,0.0,1.0,0.0,6.0,2.0,250.0,1.0,21.0,2016
Oscar Benítez,ARG,FW,23.0,3.5,139.0,2.0,15.0,65.0,62.0,14.0,139.0,15.0,6.0,40.0,9.0,60.0,94.0,615.0,236.0,10.0,9.0,3.0,18.0,11.0,94.0,20.0,21.0,2016
Andrés Cubas,PAR,MF,20.0,2.3,113.0,2.0,32.0,65.0,16.0,0.0,113.0,2.0,1.0,50.0,1.0,50.0,59.0,202.0,92.0,1.0,1.0,0.0,4.0,3.0,57.0,0.0,21.0,2016
Axel Werner,ARG,GK,20.0,2.0,68.0,60.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,,0.0,,27.0,179.0,125.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,21.0,2016
Nazareno Solís,ARG,FW,22.0,1.2,69.0,0.0,8.0,26.0,37.0,6.0,69.0,3.0,0.0,0.0,3.0,100.0,46.0,267.0,168.0,9.0,5.0,0.0,4.0,0.0,50.0,13.0,21.0,2016
Gonzalo Maroni,ARG,"MF,FW",17.0,1.0,32.0,0.0,2.0,19.0,14.0,5.0,32.0,6.0,4.0,66.7,2.0,33.3,24.0,195.0,120.0,5.0,3.0,2.0,5.0,3.0,24.0,3.0,21.0,2016
Federico Carrizo,ARG,"FW,MF",25.0,0.8,38.0,0.0,3.0,15.0,21.0,2.0,38.0,4.0,1.0,25.0,3.0,75.0,27.0,256.0,98.0,4.0,2.0,2.0,3.0,1.0,26.0,6.0,21.0,2016
Gonzalo Castellani,ARG,FW,28.0,0.7,40.0,0.0,3.0,27.0,12.0,1.0,40.0,3.0,3.0,100.0,0.0,0.0,29.0,202.0,68.0,1.0,2.0,0.0,1.0,3.0,26.0,2.0,21.0,2016
Agustín Rossi,ARG,GK,21.0,26.0,782.0,715.0,779.0,4.0,0.0,0.0,782.0,0.0,0.0,,0.0,,335.0,2223.0,1795.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,21.0,2017
Cristian Pavón,ARG,FW,21.0,25.2,1380.0,2.0,87.0,588.0,734.0,106.0,1380.0,128.0,66.0,51.6,62.0,48.4,905.0,6191.0,3019.0,111.0,72.0,46.0,51.0,52.0,1074.0,307.0,21.0,2017
Lisandro Magallán,ARG,DF,23.0,25.0,1625.0,116.0,986.0,622.0,23.0,17.0,1625.0,2.0,0.0,0.0,2.0,100.0,816.0,3199.0,1761.0,2.0,0.0,0.0,15.0,2.0,953.0,1.0,21.0,2017
Wílmar Barrios,COL,MF,23.0,22.1,1437.0,60.0,474.0,885.0,95.0,5.0,1437.0,25.0,21.0,84.0,3.0,12.0,714.0,3780.0,1795.0,14.0,19.0,2.0,18.0,17.0,787.0,4.0,21.0,2017
Frank Fabra,COL,DF,26.0,21.5,1380.0,57.0,428.0,698.0,270.0,27.0,1380.0,62.0,43.0,69.4,19.0,30.6,678.0,3279.0,1979.0,45.0,34.0,17.0,36.0,18.0,733.0,64.0,21.0,2017
Nahitan Nández,URU,MF,21.0,21.0,1182.0,14.0,166.0,722.0,319.0,57.0,1182.0,48.0,26.0,54.2,22.0,45.8,748.0,4144.0,2155.0,54.0,36.0,9.0,46.0,36.0,831.0,98.0,21.0,2017
Leonardo Jara,ARG,DF,26.0,19.1,1245.0,42.0,322.0,680.0,251.0,14.0,1245.0,32.0,22.0,68.8,10.0,31.3,597.0,2571.0,1493.0,31.0,22.0,2.0,13.0,18.0,695.0,63.0,21.0,2017
Paolo Goltz,ARG,DF,32.0,17.5,1083.0,90.0,630.0,440.0,16.0,9.0,1083.0,4.0,3.0,75.0,1.0,25.0,599.0,2468.0,1466.0,0.0,1.0,0.0,5.0,1.0,693.0,5.0,21.0,2017
Edwin Cardona,COL,"FW,MF",24.0,17.5,1067.0,6.0,69.0,565.0,450.0,43.0,1066.0,61.0,49.0,80.3,12.0,19.7,663.0,4507.0,2104.0,67.0,66.0,14.0,59.0,39.0,783.0,115.0,21.0,2017
Pablo Pérez,ARG,MF,31.0,16.1,1277.0,29.0,157.0,885.0,246.0,25.0,1277.0,33.0,24.0,72.7,9.0,27.3,771.0,3133.0,1342.0,19.0,27.0,4.0,49.0,38.0,922.0,54.0,21.0,2017
Carlos Tevez,ARG,"MF,FW",33.0,9.0,440.0,0.0,17.0,230.0,202.0,38.0,439.0,35.0,18.0,51.4,17.0,48.6,329.0,1919.0,995.0,28.0,32.0,8.0,16.0,27.0,371.0,79.0,21.0,2017
Darío Benedetto,ARG,FW,27.0,8.3,268.0,7.0,17.0,143.0,113.0,30.0,266.0,17.0,11.0,64.7,6.0,35.3,162.0,781.0,312.0,11.0,11.0,4.0,25.0,18.0,222.0,41.0,21.0,2017
Emanuel Reynoso,ARG,"MF,FW",21.0,8.0,587.0,1.0,41.0,362.0,192.0,8.0,587.0,32.0,20.0,62.5,12.0,37.5,385.0,1951.0,919.0,17.0,26.0,1.0,32.0,18.0,421.0,52.0,21.0,2017
Santiago Vergini,ARG,DF,28.0,7.9,461.0,44.0,259.0,197.0,7.0,4.0,461.0,4.0,3.0,75.0,1.0,25.0,250.0,1580.0,1045.0,7.0,1.0,0.0,5.0,2.0,277.0,0.0,21.0,2017
Walter Bou,ARG,FW,23.0,6.4,209.0,5.0,10.0,108.0,91.0,32.0,209.0,6.0,4.0,66.7,2.0,33.3,123.0,399.0,142.0,5.0,2.0,3.0,21.0,13.0,152.0,40.0,21.0,2017
Fernando Gago,ARG,MF,31.0,5.8,488.0,5.0,62.0,373.0,58.0,2.0,488.0,2.0,1.0,50.0,1.0,50.0,272.0,1362.0,839.0,9.0,8.0,0.0,6.0,5.0,375.0,12.0,21.0,2017
Ramón Ábila,ARG,FW,27.0,6.0,176.0,2.0,4.0,87.0,86.0,36.0,176.0,9.0,6.0,66.7,3.0,33.3,118.0,394.0,210.0,8.0,7.0,1.0,16.0,5.0,148.0,42.0,21.0,2017
Emmanuel Más,ARG,DF,28.0,5.4,311.0,8.0,102.0,145.0,65.0,4.0,311.0,6.0,4.0,66.7,2.0,33.3,129.0,654.0,334.0,8.0,7.0,0.0,7.0,3.0,151.0,25.0,21.0,2017
Julio Buffarini,ARG,"DF,MF",28.0,5.0,314.0,14.0,64.0,147.0,105.0,5.0,314.0,7.0,3.0,42.9,4.0,57.1,143.0,677.0,369.0,12.0,8.0,1.0,7.0,4.0,158.0,34.0,21.0,2017
Gino Peruzzi,ARG,DF,25.0,3.5,247.0,10.0,70.0,108.0,71.0,5.0,247.0,12.0,7.0,58.3,5.0,41.7,83.0,353.0,202.0,6.0,3.0,1.0,4.0,3.0,119.0,14.0,21.0,2017
Cristian Espinoza,ARG,FW,22.0,3.1,136.0,0.0,4.0,57.0,80.0,12.0,136.0,13.0,4.0,30.8,9.0,69.2,86.0,745.0,398.0,19.0,10.0,3.0,9.0,7.0,104.0,30.0,21.0,2017
Sebastián Pérez Cardona,COL,MF,24.0,2.5,132.0,5.0,53.0,76.0,3.0,0.0,132.0,0.0,0.0,,0.0,,59.0,166.0,75.0,0.0,0.0,0.0,2.0,2.0,68.0,0.0,21.0,2017
Oscar Benítez,ARG,FW,24.0,3.1,148.0,6.0,20.0,74.0,57.0,8.0,148.0,18.0,5.0,27.8,13.0,72.2,103.0,447.0,168.0,6.0,5.0,0.0,19.0,9.0,105.0,21.0,21.0,2017
Agustín Heredia,ARG,DF,20.0,2.0,104.0,20.0,75.0,29.0,0.0,0.0,104.0,0.0,0.0,,0.0,,37.0,144.0,60.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,21.0,2017
Guido Vadalá,ARG,FW,20.0,2.0,58.0,1.0,4.0,17.0,37.0,13.0,58.0,5.0,2.0,40.0,3.0,60.0,27.0,136.0,64.0,2.0,1.0,1.0,11.0,3.0,44.0,11.0,21.0,2017
Agustín Almendra,ARG,MF,17.0,1.1,59.0,4.0,17.0,33.0,12.0,2.0,59.0,5.0,4.0,80.0,1.0,20.0,25.0,213.0,165.0,2.0,3.0,1.0,4.0,2.0,27.0,3.0,21.0,2017
Julián Chicco,ARG,MF,19.0,1.0,59.0,2.0,17.0,39.0,3.0,0.0,59.0,1.0,1.0,100.0,0.0,0.0,21.0,132.0,15.0,0.0,1.0,0.0,0.0,2.0,29.0,1.0,21.0,2017
Gonzalo Goñi,ARG,DF,18.0,1.0,30.0,8.0,20.0,9.0,1.0,0.0,30.0,0.0,0.0,,0.0,,6.0,13.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,21.0,2017
Guillermo Sara,ARG,GK,29.0,1.0,37.0,32.0,36.0,1.0,0.0,0.0,37.0,0.0,0.0,,0.0,,11.0,151.0,123.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,2017
Gonzalo Maroni,ARG,MF,18.0,1.3,73.0,0.0,4.0,40.0,31.0,1.0,73.0,13.0,9.0,69.2,4.0,30.8,59.0,516.0,329.0,12.0,10.0,0.0,4.0,2.0,62.0,7.0,21.0,2017
Agustín Bouzat,ARG,FW,23.0,0.5,41.0,0.0,2.0,10.0,31.0,6.0,41.0,5.0,2.0,40.0,3.0,60.0,30.0,165.0,62.0,2.0,2.0,0.0,6.0,1.0,27.0,9.0,21.0,2017
Gonzalo Lamardo,ARG,MF,20.0,0.3,14.0,1.0,1.0,11.0,2.0,0.0,14.0,0.0,0.0,,0.0,,6.0,20.0,12.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,21.0,2017
Fernando Evangelista,ARG,FW,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2017
Juan Manuel Insaurralde,ARG,DF,32.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,2017
Esteban Andrada,ARG,GK,27.0,18.0,649.0,521.0,649.0,1.0,0.0,0.0,649.0,0.0,0.0,,0.0,,330.0,2374.0,1862.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,21.0,2018
Emmanuel Más,ARG,DF,29.0,17.5,935.0,39.0,265.0,487.0,186.0,30.0,935.0,18.0,9.0,50.0,9.0,50.0,460.0,1921.0,1107.0,23.0,20.0,1.0,17.0,18.0,469.0,61.0,21.0,2018
Julio Buffarini,ARG,DF,29.0,17.0,1035.0,49.0,304.0,504.0,246.0,15.0,1035.0,40.0,28.0,70.0,12.0,30.0,549.0,2747.0,1442.0,33.0,35.0,3.0,21.0,21.0,522.0,86.0,21.0,2018
Mauro Zárate,ARG,"FW,MF",31.0,16.6,814.0,0.0,45.0,348.0,431.0,63.0,813.0,62.0,35.0,56.5,27.0,43.5,561.0,4075.0,2036.0,63.0,61.0,15.0,59.0,35.0,609.0,128.0,21.0,2018
Carlos Izquierdoz,ARG,DF,29.0,16.0,913.0,89.0,524.0,365.0,29.0,19.0,913.0,7.0,6.0,85.7,1.0,14.3,476.0,1780.0,978.0,5.0,1.0,0.0,9.0,2.0,502.0,0.0,21.0,2018
Cristian Pavón,ARG,"FW,MF",22.0,12.8,665.0,2.0,49.0,291.0,333.0,58.0,665.0,53.0,22.0,41.5,31.0,58.5,441.0,2572.0,1249.0,52.0,29.0,26.0,33.0,21.0,488.0,122.0,21.0,2018
Carlos Tevez,ARG,"MF,FW",34.0,12.3,638.0,2.0,37.0,333.0,271.0,47.0,637.0,13.0,6.0,46.2,7.0,53.8,458.0,2107.0,1109.0,36.0,31.0,11.0,23.0,21.0,515.0,95.0,21.0,2018
Agustín Almendra,ARG,MF,18.0,11.9,827.0,9.0,181.0,534.0,125.0,11.0,827.0,36.0,21.0,58.3,15.0,41.7,503.0,2057.0,1104.0,18.0,17.0,3.0,31.0,11.0,511.0,13.0,21.0,2018
Iván Marcone,ARG,MF,28.0,11.0,705.0,26.0,189.0,492.0,32.0,0.0,705.0,22.0,20.0,90.9,2.0,9.1,477.0,2174.0,975.0,4.0,3.0,0.0,15.0,4.0,436.0,2.0,21.0,2018
Nahitan Nández,URU,MF,22.0,10.1,585.0,10.0,125.0,354.0,115.0,22.0,585.0,22.0,12.0,54.5,10.0,45.5,357.0,1762.0,872.0,19.0,12.0,6.0,21.0,22.0,377.0,35.0,21.0,2018
Sebastián Villa,COL,"FW,MF",22.0,9.9,475.0,3.0,57.0,212.0,215.0,34.0,475.0,54.0,29.0,53.7,25.0,46.3,323.0,2565.0,1272.0,55.0,33.0,13.0,55.0,7.0,341.0,102.0,21.0,2018
Darío Benedetto,ARG,FW,28.0,9.6,327.0,9.0,16.0,178.0,134.0,29.0,326.0,16.0,6.0,37.5,10.0,62.5,211.0,723.0,198.0,6.0,9.0,4.0,36.0,20.0,265.0,60.0,21.0,2018
Paolo Goltz,ARG,DF,33.0,9.9,549.0,75.0,345.0,200.0,9.0,4.0,549.0,2.0,1.0,50.0,1.0,50.0,268.0,1096.0,733.0,1.0,3.0,0.0,0.0,1.0,281.0,2.0,21.0,2018
Ramón Ábila,ARG,FW,28.0,8.9,250.0,8.0,15.0,119.0,120.0,42.0,250.0,9.0,4.0,44.4,5.0,55.6,165.0,632.0,334.0,13.0,6.0,9.0,25.0,14.0,194.0,47.0,21.0,2018
Fernando Gago,ARG,MF,32.0,8.0,647.0,5.0,103.0,444.0,104.0,4.0,647.0,1.0,0.0,0.0,1.0,100.0,407.0,1580.0,962.0,12.0,10.0,0.0,10.0,8.0,483.0,15.0,21.0,2018
Lisandro López,ARG,DF,28.0,8.0,430.0,55.0,236.0,191.0,8.0,4.0,430.0,6.0,5.0,83.3,1.0,16.7,248.0,1198.0,728.0,3.0,1.0,0.0,1.0,0.0,236.0,0.0,21.0,2018
Jorman Campuzano,COL,MF,22.0,7.9,442.0,21.0,116.0,304.0,33.0,0.0,442.0,11.0,6.0,54.5,5.0,45.5,277.0,1717.0,943.0,10.0,4.0,0.0,9.0,11.0,273.0,4.0,21.0,2018
Edwin Cardona,COL,"FW,MF",25.0,7.5,465.0,6.0,45.0,218.0,210.0,13.0,464.0,31.0,15.0,48.4,16.0,51.6,312.0,2048.0,956.0,28.0,29.0,4.0,30.0,15.0,328.0,52.0,21.0,2018
Lisandro Magallán,ARG,DF,24.0,7.1,316.0,32.0,189.0,119.0,9.0,6.0,316.0,0.0,0.0,,0.0,,133.0,563.0,336.0,2.0,0.0,0.0,2.0,0.0,139.0,0.0,21.0,2018
Emanuel Reynoso,ARG,"MF,FW",22.0,7.0,545.0,3.0,62.0,309.0,182.0,10.0,545.0,42.0,25.0,59.5,17.0,40.5,400.0,2077.0,1077.0,27.0,36.0,7.0,28.0,23.0,390.0,37.0,21.0,2018
Júnior Alonso,PAR,DF,25.0,7.0,430.0,21.0,150.0,252.0,32.0,6.0,430.0,9.0,7.0,77.8,2.0,22.2,219.0,1039.0,603.0,7.0,1.0,0.0,1.0,1.0,240.0,5.0,21.0,2018
Agustín Rossi,ARG,GK,22.0,6.0,190.0,167.0,186.0,4.0,0.0,0.0,190.0,0.0,0.0,,0.0,,91.0,464.0,389.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,21.0,2018
Wílmar Barrios,COL,MF,24.0,5.7,303.0,18.0,100.0,191.0,18.0,0.0,303.0,10.0,7.0,70.0,3.0,30.0,153.0,802.0,388.0,8.0,6.0,1.0,7.0,8.0,132.0,3.0,21.0,2018
Leonardo Balerdi,ARG,DF,19.0,5.0,281.0,35.0,172.0,109.0,3.0,2.0,281.0,3.0,3.0,100.0,0.0,0.0,158.0,748.0,448.0,0.0,0.0,0.0,5.0,0.0,155.0,0.0,21.0,2018
Lucas Olaza,URU,DF,24.0,3.5,188.0,14.0,75.0,91.0,22.0,1.0,188.0,2.0,2.0,100.0,0.0,0.0,92.0,382.0,247.0,2.0,1.0,0.0,1.0,1.0,79.0,7.0,21.0,2018
Leonardo Jara,ARG,DF,27.0,3.4,201.0,9.0,54.0,110.0,38.0,4.0,201.0,6.0,3.0,50.0,3.0,50.0,73.0,277.0,138.0,2.0,4.0,1.0,2.0,4.0,76.0,7.0,21.0,2018
