player,nation,position,age,matches_played,starts,minutes,nineties,goals,assists,goals_plus_assists,non_pen_goals,pens_made,pens_att,yellow_cards,red_cards,goals_per90,assists_per90,goals_plus_assists_per90,non_pen_goals_per90,g_a_pk,season,xG,npxG,expected_assists,npxg_plus_xag,progressive_carries,progressive_passes,progressive_passes_received,xg_per90,xag_per90,xg_plus_xag,npxg_per90,npxg_plus_xag_per90,fbref_comp_id
Emmanuel Más,ARG,DF,30,5.0,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.4,0.4,0.0,0.4,6.0,4.0,15.0,0.09,0.0,0.09,0.09,0.09,21.0
Paolo Goltz,ARG,DF,34,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.3,0.3,0.0,0.3,0.0,16.0,0.0,0.09,0.0,0.09,0.09,0.09,21.0
Daniele De Rossi,ITA,MF,36,5.0,4,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.1,0.1,0.0,20.0,2.0,0.0,0.04,0.04,0.0,0.04,21.0
Marcos Guillermo Díaz,ARG,GK,33,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Marcelo Weigandt,ARG,DF,19,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.2,0.2,0.1,0.3,7.0,8.0,12.0,0.06,0.02,0.09,0.06,0.09,21.0
Carlos Zambrano,PER,DF,30,1.0,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.1,0.0,3.0,0.0,0.05,0.04,0.09,0.05,0.09,21.0
Gastón Ávila,ARG,DF,17,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Adrián Guillermo Sánchez,ARG,MF,20,0.0,0,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,21.0
Leonardo Jara,ARG,"DF,MF",28,0.0,0,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,21.0
Manuel Roffo,ARG,GK,19,0.0,0,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,21.0
Carlos Izquierdoz,ARG,DF,31,19.0,19,1769.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,0.6,0.6,0.1,0.7,0.0,26.0,0.0,0.05,0.01,0.06,0.05,0.06,
Esteban Andrada,ARG,GK,29,18.0,18,1680.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nicolás Capaldo,ARG,MF,22,23.0,14,1556.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,2020,0.8,0.8,0.1,0.9,9.0,34.0,24.0,0.11,0.01,0.12,0.11,0.12,
Sebastián Villa,COL,"MF,FW",23,18.0,15,1362.0,15.1,2.0,4.0,6.0,1.0,1.0,1.0,6.0,0.0,0.13,0.26,0.4,0.07,0.33,2020,2.4,1.6,1.7,3.3,39.0,24.0,90.0,0.33,0.22,0.55,0.22,0.45,
Jorman Campuzano,COL,MF,23,16.0,16,1336.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.2,0.2,13.0,46.0,4.0,0.0,0.02,0.02,0.0,0.02,
Julio Buffarini,ARG,DF,31,20.0,13,1294.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.2,0.2,0.1,0.3,14.0,6.0,25.0,0.04,0.02,0.06,0.04,0.06,
Carlos Tevez,ARG,FW,35,17.0,14,1284.0,14.3,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,0.35,0.07,0.42,0.35,0.42,2020,3.9,3.9,2.6,6.5,26.0,73.0,93.0,0.39,0.26,0.64,0.39,0.64,
Leonardo Jara,ARG,DF,28,20.0,14,1268.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.2,0.2,0.4,0.6,5.0,20.0,32.0,0.03,0.06,0.08,0.03,0.08,
Eduardo Salvio,ARG,MF,29,17.0,14,1237.0,13.7,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,0.44,0.07,0.51,0.44,0.51,2020,3.5,3.5,1.0,4.5,41.0,23.0,84.0,0.36,0.1,0.46,0.36,0.46,
Carlos Zambrano,PER,DF,30,13.0,13,1175.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.4,0.4,0.0,0.4,0.0,12.0,0.0,0.14,0.0,0.14,0.14,0.14,
Frank Fabra,COL,DF,28,14.0,13,1143.0,12.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.16,0.16,0.0,0.16,2020,0.2,0.2,1.9,2.1,36.0,38.0,32.0,0.03,0.22,0.25,0.03,0.25,
Edwin Cardona,COL,"MF,FW",27,20.0,12,1130.0,12.6,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,0.32,0.48,0.8,0.32,0.8,2020,0.5,0.5,1.1,1.6,17.0,54.0,27.0,0.11,0.24,0.35,0.11,0.35,
Emmanuel Más,ARG,"DF,MF",31,15.0,11,1042.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.09,0.09,0.0,0.09,2020,0.0,0.0,0.1,0.1,8.0,14.0,12.0,0.0,0.02,0.02,0.0,0.02,
Lisandro López,ARG,DF,30,11.0,11,1020.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.18,0.0,0.18,0.18,0.18,2020,0.3,0.3,0.7,1.0,7.0,47.0,1.0,0.04,0.09,0.13,0.04,0.13,
Franco Soldano,ARG,FW,25,18.0,11,912.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,2020,2.1,2.1,0.1,2.2,1.0,14.0,23.0,0.33,0.02,0.35,0.33,0.35,
Ramón Ábila,ARG,FW,30,14.0,9,827.0,9.2,7.0,1.0,8.0,7.0,0.0,2.0,2.0,0.0,0.76,0.11,0.87,0.76,0.87,2020,0.7,0.7,0.1,0.7,0.0,1.0,11.0,0.31,0.03,0.34,0.31,0.34,
Mauro Zárate,ARG,"FW,MF",32,11.0,8,703.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,2020,0.1,0.1,0.1,0.2,0.0,3.0,2.0,0.29,0.28,0.57,0.29,0.57,
Agustín Rossi,ARG,GK,24,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,,,,,,,,,,,,,
Guillermo Matías Fernández,ARG,MF,28,7.0,5,486.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.3,0.3,0.2,0.5,4.0,51.0,14.0,0.05,0.04,0.09,0.05,0.09,
Agustín Obando,ARG,"MF,FW",19,13.0,4,468.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.19,0.0,0.19,0.19,0.19,2020,0.1,0.1,0.3,0.5,8.0,11.0,39.0,0.05,0.11,0.16,0.05,0.16,
Diego González,ARG,MF,31,9.0,6,425.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.21,0.21,0.42,0.21,0.42,2020,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gastón Ávila,ARG,DF,18,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,,,,,,,,,,,,,
Gonzalo Maroni,ARG,"MF,FW",20,9.0,5,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.6,0.6,0.3,0.9,3.0,3.0,6.0,0.49,0.23,0.72,0.49,0.72,
Alan Varela,ARG,MF,18,4.0,3,290.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,2020,,,,,,,,,,,,,
Exequiel Zeballos,ARG,"FW,MF",17,4.0,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,,,,,,,,,,,,,
Júnior Alonso,PAR,DF,26,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.1,0.1,3.0,5.0,1.0,0.02,0.04,0.06,0.02,0.06,
Emanuel Reynoso,ARG,"MF,FW",24,2.0,1,112.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.0,0.8,0.8,0.8,2020,0.1,0.1,0.9,1.0,9.0,24.0,7.0,0.06,0.75,0.82,0.06,0.82,
Iván Marcone,ARG,MF,29,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,
Walter Bou,ARG,FW,26,3.0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.1,0.1,0.2,0.3,4.0,4.0,16.0,0.08,0.18,0.26,0.08,0.26,
Luis Vázquez,ARG,FW,19,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,,,,,,,,,,,,,
Pablo Gerzel,ARG,FW,20,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Enzo Martín Roldán,ARG,MF,19,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Aaron Nicolás Molinas,ARG,MF,19,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Marcelo Weigandt,ARG,DF,20,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Manuel Roffo,ARG,GK,19,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Jan Carlos Hurtado,VEN,FW,19,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Javier Hernán García,ARG,GK,33,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Agustín Sández,PAR,DF,19,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Cristian Medina,ARG,MF,17,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Renzo Giampaoli,ARG,DF,20,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Marcos Guillermo Díaz,ARG,GK,33,0.0,0,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
Carlos Izquierdoz,ARG,DF,32,41.0,41,3630.0,40.3,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,0.07,0.02,0.1,0.07,0.1,2021,3.1,3.1,0.6,3.7,10.0,107.0,5.0,0.08,0.02,0.09,0.08,0.09,
Agustín Rossi,ARG,GK,25,32.0,32,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Frank Fabra,COL,DF,29,36.0,33,2913.0,32.4,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.06,0.15,0.22,0.06,0.22,2021,0.7,0.7,4.7,5.4,85.0,130.0,171.0,0.02,0.15,0.17,0.02,0.17,
Sebastián Villa,COL,"FW,MF",24,27.0,24,2239.0,24.9,9.0,1.0,10.0,8.0,1.0,2.0,4.0,0.0,0.36,0.04,0.4,0.32,0.36,2021,9.8,8.2,2.0,10.2,140.0,72.0,283.0,0.41,0.09,0.49,0.34,0.43,
Jorman Campuzano,COL,MF,24,28.0,24,2110.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,0.04,0.09,0.13,0.04,0.13,2021,0.1,0.1,0.4,0.5,24.0,81.0,8.0,0.0,0.02,0.02,0.0,0.02,
Cristian Medina,ARG,MF,18,35.0,23,2072.0,23.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.09,0.04,0.09,2021,2.0,2.0,1.6,3.6,37.0,100.0,64.0,0.09,0.07,0.16,0.09,0.16,
Cristian Pavón,ARG,"FW,MF",25,32.0,21,2000.0,22.2,4.0,5.0,9.0,3.0,1.0,1.0,4.0,0.0,0.18,0.23,0.41,0.14,0.36,2021,5.6,4.8,4.1,8.9,82.0,87.0,234.0,0.27,0.19,0.46,0.23,0.42,
Lisandro López,ARG,DF,31,24.0,21,1997.0,22.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.09,0.05,0.14,0.09,0.14,2021,1.8,1.8,0.7,2.5,7.0,82.0,2.0,0.08,0.03,0.11,0.08,0.11,
Marcos Rojo,ARG,DF,30,26.0,22,1975.0,21.9,1.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,0.05,0.0,0.05,0.0,0.0,2021,1.4,0.6,0.1,0.8,12.0,99.0,4.0,0.07,0.01,0.07,0.03,0.04,
Agustín Almendra,ARG,MF,20,29.0,24,1755.0,19.5,4.0,2.0,6.0,4.0,0.0,0.0,9.0,0.0,0.21,0.1,0.31,0.21,0.31,2021,2.1,2.1,4.3,6.4,26.0,148.0,44.0,0.11,0.22,0.33,0.11,0.33,
Alan Varela,ARG,MF,19,27.0,15,1454.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.4,0.4,1.2,1.6,6.0,87.0,17.0,0.03,0.07,0.1,0.03,0.1,
Luis Vázquez,ARG,FW,20,26.0,15,1444.0,16.0,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,0.44,0.12,0.56,0.44,0.56,2021,7.7,7.7,1.2,8.9,17.0,16.0,84.0,0.48,0.08,0.56,0.48,0.56,
Carlos Tevez,ARG,FW,36,17.0,15,1385.0,15.4,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,0.26,0.26,0.52,0.26,0.52,2021,6.2,6.2,3.5,9.7,28.0,83.0,113.0,0.42,0.24,0.66,0.42,0.66,
Carlos Zambrano,PER,DF,31,15.0,14,1329.0,14.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.14,0.0,0.14,0.14,0.14,2021,0.7,0.6,0.1,0.7,11.0,57.0,0.0,0.05,0.01,0.05,0.04,0.05,
Nicolás Capaldo,ARG,"DF,MF",23,17.0,15,1317.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,2021,1.2,1.2,0.8,2.0,27.0,56.0,74.0,0.08,0.06,0.14,0.08,0.14,
Edwin Cardona,COL,MF,28,21.0,16,1258.0,14.0,3.0,8.0,11.0,3.0,0.0,0.0,6.0,1.0,0.21,0.57,0.79,0.21,0.79,2021,1.8,1.8,5.8,7.6,31.0,156.0,73.0,0.13,0.43,0.56,0.13,0.56,
Juan Ramírez,ARG,MF,27,16.0,13,1124.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.08,0.16,0.24,0.08,0.24,2021,1.1,1.1,1.7,2.8,51.0,97.0,56.0,0.09,0.14,0.23,0.09,0.23,
Luis Advíncula,PER,DF,30,13.0,12,1042.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,2021,0.1,0.1,0.9,1.0,23.0,47.0,55.0,0.01,0.08,0.09,0.01,0.09,
Norberto Briasco,ARM,FW,24,17.0,10,992.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,2021,1.3,1.3,0.8,2.1,30.0,9.0,129.0,0.12,0.07,0.19,0.12,0.19,
Esteban Andrada,ARG,GK,30,11.0,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,
Aaron Nicolás Molinas,ARG,FW,20,19.0,10,958.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,2021,1.7,1.7,2.3,4.0,26.0,87.0,79.0,0.16,0.22,0.38,0.16,0.38,
Agustín Sández,PAR,DF,20,13.0,10,935.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.1,0.1,0.0,0.1,2021,0.4,0.4,1.2,1.6,16.0,37.0,44.0,0.04,0.12,0.16,0.04,0.16,
Marcelo Weigandt,ARG,DF,21,12.0,10,933.0,10.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,2021,0.9,0.9,0.5,1.4,13.0,33.0,37.0,0.09,0.05,0.14,0.09,0.14,
Esteban Rolón,ARG,MF,25,13.0,9,897.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.2,0.2,0.0,0.2,4.0,41.0,8.0,0.02,0.0,0.02,0.02,0.02,
Rodrigo Montes,ARG,"MF,FW",21,10.0,9,776.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,2021,1.0,1.0,0.8,1.8,8.0,38.0,21.0,0.11,0.1,0.21,0.11,0.21,
Julio Buffarini,ARG,DF,32,13.0,7,775.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.2,0.2,0.1,0.2,23.0,32.0,34.0,0.02,0.01,0.03,0.02,0.03,
Diego González,ARG,MF,32,17.0,7,713.0,7.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.25,0.13,0.38,0.25,0.38,2021,0.7,0.7,0.3,1.1,7.0,37.0,10.0,0.1,0.04,0.14,0.1,0.14,
Franco Soldano,ARG,FW,26,16.0,5,581.0,6.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.31,0.0,0.31,0.31,0.31,2021,1.8,1.8,0.3,2.1,3.0,7.0,25.0,0.28,0.04,0.33,0.28,0.33,
Agustín Obando,ARG,"FW,MF",20,11.0,5,532.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,2021,0.3,0.3,0.8,1.1,16.0,12.0,53.0,0.06,0.13,0.19,0.06,0.19,
Gonzalo Maroni,ARG,"FW,MF",21,13.0,5,516.0,5.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.52,0.0,0.52,0.52,0.52,2021,2.8,2.8,1.0,3.8,18.0,35.0,26.0,0.52,0.18,0.7,0.52,0.7,
Eros Mancuso,ARG,DF,21,6.0,4,423.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.21,0.21,0.43,0.21,0.43,2021,0.5,0.5,0.7,1.2,7.0,16.0,25.0,0.1,0.15,0.25,0.1,0.25,
Nicolás Orsini,ARG,FW,26,9.0,5,409.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,2021,1.6,1.6,0.2,1.8,4.0,6.0,20.0,0.39,0.05,0.43,0.39,0.43,
Mauro Zárate,ARG,"FW,MF",33,8.0,4,400.0,4.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.23,0.23,0.45,0.23,0.45,2021,1.3,1.3,0.7,2.0,9.0,11.0,32.0,0.28,0.16,0.44,0.28,0.44,
Eduardo Salvio,ARG,"FW,MF",30,9.0,5,396.0,4.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.23,0.23,0.45,0.23,0.45,2021,0.9,0.9,0.2,1.1,14.0,12.0,47.0,0.2,0.05,0.24,0.2,0.24,
Exequiel Zeballos,ARG,MF,18,11.0,4,350.0,3.9,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.26,0.26,0.51,0.0,0.26,2021,1.0,0.2,0.7,0.9,17.0,10.0,47.0,0.25,0.18,0.44,0.05,0.24,
Emmanuel Más,ARG,DF,32,6.0,3,338.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.1,10.0,20.0,10.0,0.01,0.01,0.02,0.01,0.02,
Leonardo Jara,ARG,MF,29,8.0,2,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.3,0.3,0.1,0.3,3.0,13.0,12.0,0.08,0.02,0.09,0.08,0.09,
Javier Hernán García,ARG,GK,34,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,
Ezequiél Fernández,ARG,MF,18,3.0,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,
Valentín Barco,ARG,DF,16,3.0,2,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.1,0.1,0.2,0.3,5.0,11.0,10.0,0.03,0.1,0.13,0.03,0.13,
Vicente Taborda,ARG,"MF,FW",19,3.0,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.2,0.2,0.1,0.3,6.0,13.0,13.0,0.08,0.07,0.15,0.08,0.15,
Gabriel Vega,ARG,MF,18,3.0,2,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.1,0.1,0.1,0.2,11.0,13.0,6.0,0.06,0.05,0.11,0.06,0.11,
Gabriel Aranda,ARG,DF,19,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.1,0.1,0.2,0.3,0.0,3.0,0.0,0.05,0.09,0.14,0.05,0.14,
Balthazar Bernardi,ARG,DF,19,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
Agustín Lastra,ARG,GK,20,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Renzo Giampaoli,ARG,DF,21,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.02,0.0,0.02,0.02,0.02,
Israel Escalante,ARG,FW,22,2.0,2,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.1,0.1,0.0,0.1,1.0,0.0,12.0,0.1,0.0,0.1,0.1,0.1,
Érik Bodencer,ARG,FW,20,2.0,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.3,0.3,0.0,0.3,3.0,0.0,7.0,0.23,0.0,0.23,0.23,0.23,
